# location,geometry
Iran,{{{53.9216 37.1989} {54.8003 37.3924} {55.5116 37.9641} {56.1804 37.9351} {56.6194 38.1214} {57.3304 38.0292} {58.4362 37.5223} {59.2348 37.413} {60.3776 36.5274} {61.1231 36.4916} {61.2108 35.6501} {60.8032 34.4041} {60.5284 33.6764} {60.9637 33.5288} {60.5361 32.9813} {60.8637 32.1829} {60.9419 31.5481} {61.6993 31.3795} {61.7812 30.7359} {60.8742 29.8292} {61.3693 29.3033} {61.7719 28.6993} {62.7278 28.2596} {62.7554 27.3789} {63.2339 27.217} {63.3166 26.7565} {61.8742 26.24} {61.4974 25.0782} {59.6161 25.3802} {58.5258 25.61} {57.3973 25.7399} {56.9708 26.9661} {56.4921 27.1433} {55.7237 26.9646} {54.7151 26.4807} {53.4931 26.8124} {52.4836 27.5808} {51.5208 27.8657} {50.8529 28.8145} {50.115 30.1478} {49.5769 29.9857} {48.9413 30.3171} {48.568 29.9268} {48.0146 30.4525} {48.0047 30.9851} {47.6853 30.9849} {47.8492 31.7092} {47.3347 32.4692} {46.1094 33.0173} {45.4167 33.9678} {45.6485 34.7481} {46.1518 35.0933} {46.0763 35.6774} {45.4206 35.9775} {44.7727 37.1705} {44.2258 37.9716} {44.4214 38.2813} {44.1092 39.4281} {44.794 39.713} {44.9527 39.3358} {45.4577 38.8741} {46.1436 38.7412} {46.5057 38.7706} {47.6851 39.5084} {48.0601 39.5822} {48.3555 39.2888} {48.0107 38.794} {48.6344 38.2704} {48.8832 38.3202} {49.1996 37.5829} {50.1478 37.3746} {50.8424 36.8728} {52.264 36.7004} {53.8258 36.965} {53.9216 37.1989}}}
Iraq,{{{45.4206 35.9775} {46.0763 35.6774} {46.1518 35.0933} {45.6485 34.7481} {45.4167 33.9678} {46.1094 33.0173} {47.3347 32.4692} {47.8492 31.7092} {47.6853 30.9849} {48.0047 30.9851} {48.0146 30.4525} {48.568 29.9268} {47.9745 29.9758} {47.3026 30.0591} {46.5687 29.099} {44.7095 29.1789} {41.89 31.19} {40.4 31.89} {39.1955 32.161} {38.7923 33.3787} {41.0062 34.4194} {41.384 35.6283} {41.2897 36.3588} {41.8371 36.6059} {42.3496 37.2299} {42.7791 37.3853} {43.9423 37.2562} {44.2935 37.0015} {44.7727 37.1704} {45.4206 35.9775}}}
Israel,{{{35.7199 32.7092} {35.5457 32.394} {35.1839 32.5325} {34.9746 31.8666} {35.2259 31.7543} {34.9705 31.6168} {34.9274 31.3534} {35.3976 31.4891} {35.4209 31.1001} {34.9226 29.5013} {34.2654 31.2194} {34.5564 31.5488} {34.4881 31.6055} {34.7526 32.0729} {34.9554 32.8274} {35.0985 33.0805} {35.1261 33.0909} {35.4607 33.089} {35.5528 33.2643} {35.8211 33.2774} {35.8364 32.8681} {35.7008 32.716} {35.7199 32.7092}}}
Jordan,{{{35.5457 32.394} {35.7199 32.7092} {36.8341 32.3129} {38.7923 33.3787} {39.1955 32.161} {39.0049 32.0102} {37.0022 31.5084} {37.9988 30.5085} {37.6681 30.3387} {37.5036 30.0038} {36.7405 29.8653} {36.5012 29.5053} {36.0689 29.1975} {34.956 29.3566} {34.9226 29.5013} {35.4209 31.1001} {35.3976 31.4891} {35.5453 31.7825} {35.5457 32.394}}}
Japan,{{{{134.638 34.1492} {134.766 33.8063} {134.203 33.2012} {133.793 33.522} {133.28 33.2896} {133.015 32.7046} {132.363 32.9894} {132.371 33.4636} {132.924 34.0603} {133.493 33.9446} {133.904 34.3649} {134.638 34.1492}}} {{{140.976 37.1421} {140.6 36.344} {140.774 35.8429} {140.253 35.1381} {138.976 34.6676} {137.218 34.6063} {135.793 33.4648} {135.121 33.8491} {135.079 34.5965} {133.34 34.3759} {132.157 33.9049} {130.986 33.8858} {132 33.15} {131.333 31.4504} {130.686 31.0296} {130.202 31.4182} {130.448 32.3195} {129.815 32.6103} {129.408 33.2961} {130.354 33.6042} {130.878 34.2327} {131.884 34.7497} {132.618 35.4334} {134.608 35.7316} {135.678 35.5271} {136.724 37.305} {137.391 36.8274} {138.858 37.8275} {139.426 38.216} {140.055 39.4388} {139.883 40.5633} {140.306 41.195} {141.369 41.3786} {141.914 39.9916} {141.885 39.1809} {140.959 38.174} {140.976 37.1421}}} {{{143.91 44.1741} {144.613 43.9609} {145.321 44.3847} {145.543 43.2621} {144.06 42.9884} {143.184 41.9952} {141.611 42.6788} {141.067 41.5846} {139.955 41.5696} {139.818 42.5638} {140.312 43.3333} {141.381 43.3888} {141.672 44.7721} {141.968 45.5515} {143.143 44.5104} {143.91 44.1741}}}}
Kazakhstan,{{{70.9623 42.2662} {70.389 42.0813} {69.07 41.3842} {68.6325 40.6687} {68.2599 40.6623} {67.9859 41.136} {66.714 41.1684} {66.5106 41.9876} {66.0234 41.9946} {66.098 42.9977} {64.9008 43.7281} {63.1858 43.6501} {62.0133 43.5045} {61.0583 44.4058} {60.24 44.784} {58.69 45.5} {58.5031 45.5868} {55.9289 44.9959} {55.9682 41.3086} {55.4553 41.2599} {54.7553 42.044} {54.0794 42.3241} {52.9443 42.116} {52.5025 41.7833} {52.4463 42.0272} {52.6921 42.4439} {52.5014 42.7923} {51.3424 43.133} {50.8913 44.031} {50.3391 44.284} {50.3056 44.6098} {51.2785 44.5149} {51.3169 45.246} {52.1674 45.4084} {53.0409 45.259} {53.2209 46.2346} {53.0427 46.853} {52.042 46.8046} {51.1919 47.0487} {50.0341 46.609} {49.1012 46.3993} {48.5932 46.561} {48.6947 47.0756} {48.0573 47.7438} {47.3152 47.7158} {46.4664 48.3942} {47.0437 49.152} {46.7516 49.356} {47.5495 50.4547} {48.5778 49.8748} {48.7024 50.6051} {50.7666 51.6928} {52.3287 51.7187} {54.5329 51.0262} {55.7169 50.6217} {56.778 51.0436} {58.3633 51.0637} {59.6423 50.5454} {59.9328 50.8422} {61.3374 50.7991} {61.588 51.2727} {59.9675 51.9604} {60.9273 52.4475} {60.74 52.72} {61.7 52.98} {60.9781 53.665} {61.4366 54.0063} {65.1785 54.3542} {65.6669 54.6013} {68.1691 54.9704} {69.0682 55.3853} {70.8653 55.1697} {71.1801 54.1333} {72.2242 54.3767} {73.5085 54.0356} {73.4257 53.4898} {74.3848 53.5469} {76.8911 54.4905} {76.5252 54.177} {77.8009 53.4044} {80.0356 50.8648} {80.5684 51.3883} {81.946 50.8122} {83.383 51.0692} {83.9351 50.8892} {84.4164 50.3114} {85.1156 50.1173} {85.5413 49.6929} {86.8294 49.8267} {87.36 49.215} {86.5988 48.5492} {85.7682 48.4558} {85.7205 47.453} {85.1643 47.001} {83.1805 47.33} {82.4589 45.5396} {81.9471 45.317} {79.9661 44.9175} {80.8662 43.1804} {80.1802 42.9201} {80.26 42.35} {79.6436 42.4967} {79.1422 42.8561} {77.6584 42.9607} {76.0004 42.988} {75.637 42.8779} {74.2129 43.2983} {73.6453 43.0913} {73.4898 42.5009} {71.8446 42.8454} {71.1863 42.7043} {70.9623 42.2662}}}
Kyrgyzstan,{{{70.9623 42.2662} {71.1863 42.7043} {71.8446 42.8454} {73.4898 42.5009} {73.6453 43.0913} {74.2129 43.2983} {75.637 42.8779} {76.0004 42.988} {77.6584 42.9607} {79.1422 42.8561} {79.6436 42.4967} {80.26 42.35} {80.1194 42.1239} {78.5437 41.5822} {78.1872 41.1853} {76.9045 41.0665} {76.5264 40.4279} {75.4678 40.5621} {74.7769 40.3664} {73.8222 39.894} {73.96 39.66} {73.6754 39.4312} {71.7847 39.2795} {70.5492 39.6042} {69.4649 39.5267} {69.5596 40.1032} {70.648 39.9358} {71.0142 40.2444} {71.7749 40.1458} {73.0554 40.866} {71.8701 41.3929} {71.1579 41.1436} {70.42 41.52} {71.2592 42.1677} {70.9623 42.2662}}}
Cambodia,{{{103.497 10.6326} {103.091 11.1537} {102.585 12.1866} {102.348 13.3942} {102.988 14.2257} {104.281 14.4167} {105.219 14.2732} {106.044 13.8811} {106.496 14.5706} {107.383 14.2024} {107.615 13.5355} {107.491 12.3372} {105.811 11.5676} {106.25 10.9618} {105.2 10.8893} {104.334 10.4865} {103.497 10.6326}}}
South Korea,{{{128.35 38.6122} {129.213 37.4324} {129.46 36.7842} {129.468 35.6321} {129.091 35.0825} {128.186 34.8904} {127.387 34.4757} {126.486 34.39} {126.374 34.9346} {126.559 35.6845} {126.117 36.7255} {126.86 36.8939} {126.175 37.7497} {126.237 37.8404} {126.684 37.8048} {127.073 38.2561} {127.78 38.3045} {128.206 38.3704} {128.35 38.6122}}}
Kuwait,{{{47.9745 29.9758} {48.1832 29.5345} {48.0939 29.3063} {48.4161 28.552} {47.7089 28.5261} {47.4598 29.0025} {46.5687 29.099} {47.3026 30.0591} {47.9745 29.9758}}}
Lao PDR,{{{105.219 14.2732} {105.544 14.7239} {105.589 15.5703} {104.779 16.4419} {104.717 17.4289} {103.956 18.241} {103.2 18.3096} {102.999 17.9617} {102.413 17.9328} {102.114 18.1091} {101.06 17.5125} {101.036 18.4089} {101.282 19.4626} {100.606 19.5083} {100.549 20.1092} {100.116 20.4178} {100.329 20.7861} {101.18 21.4366} {101.27 21.2017} {101.803 21.1744} {101.652 22.3182} {102.17 22.4648} {102.755 21.6751} {103.204 20.7666} {104.435 20.7587} {104.823 19.8866} {104.183 19.6247} {103.897 19.2652} {105.095 18.667} {105.926 17.4853} {106.556 16.6043} {107.313 15.9085} {107.565 15.2022} {107.383 14.2024} {106.496 14.5706} {106.044 13.8811} {105.219 14.2732}}}
Lebanon,{{{35.8211 33.2774} {35.5528 33.2643} {35.4607 33.089} {35.1261 33.0909} {35.4822 33.9055} {35.9796 34.6101} {35.9984 34.6449} {36.4482 34.5939} {36.6118 34.2018} {36.0665 33.8249} {35.8211 33.2774}}}
Sri Lanka,{{{81.788 7.52306} {81.6373 6.48178} {81.218 6.19714} {80.3484 5.96837} {79.8725 6.76346} {79.6952 8.20084} {80.1478 9.82408} {80.8388 9.26843} {81.3043 8.56421} {81.788 7.52306}}}
Myanmar,{{{99.5433 20.1866} {98.9597 19.753} {98.2537 19.7082} {97.7978 18.6271} {97.3759 18.4454} {97.8591 17.5679} {98.4938 16.8378} {98.9033 16.1778} {98.5374 15.3085} {98.1921 15.1237} {98.4308 14.622} {99.0978 13.8275} {99.212 13.2693} {99.1964 12.8047} {99.5873 11.8928} {99.0381 10.9605} {98.5536 9.93296} {98.4572 10.6753} {98.7645 11.4413} {98.4283 12.033} {98.5096 13.1224} {98.1036 13.6405} {97.7777 14.8373} {97.5971 16.1006} {97.1645 16.9287} {96.5058 16.4272} {95.3694 15.7144} {94.8084 15.8035} {94.1888 16.0379} {94.5335 17.2772} {94.3248 18.2135} {93.541 19.3665} {93.6633 19.727} {93.0783 19.8551} {92.3686 20.6709} {92.3032 21.4755} {92.6523 21.324} {92.6727 22.0412} {93.1661 22.2785} {93.0603 22.7031} {93.2863 23.0437} {93.3252 24.0786} {94.1067 23.8507} {94.5527 24.6752} {94.6032 25.1625} {95.1552 26.0013} {95.1248 26.5736} {96.4194 27.2646} {97.134 27.0838} {97.052 27.6991} {97.4026 27.8825} {97.3271 28.2616} {97.912 28.3359} {98.2462 27.7472} {98.6827 27.5088} {98.7121 26.7435} {98.6718 25.9187} {97.7246 25.0836} {97.6047 23.8974} {98.6603 24.0633} {98.8987 23.1427} {99.532 22.949} {99.2409 22.1183} {99.9835 21.7429} {100.417 21.5588} {101.15 21.85} {101.18 21.4366} {100.329 20.7861} {100.116 20.4178} {99.5433 20.1866}}}
Mongolia,{{{87.7513 49.2972} {88.8056 49.4705} {90.7137 50.3318} {92.2347 50.8022} {93.1042 50.4953} {94.1476 50.4805} {94.8159 50.0134} {95.814 49.9775} {97.2597 49.7261} {98.2318 50.4224} {97.8257 51.011} {98.8615 52.0474} {99.9817 51.634} {100.889 51.5169} {102.065 51.2599} {102.256 50.5106} {103.677 50.09} {104.622 50.2753} {105.887 50.406} {106.889 50.2743} {107.868 49.7937} {108.475 49.2825} {109.402 49.293} {110.662 49.1301} {111.581 49.378} {112.898 49.5436} {114.362 50.2483} {114.962 50.1402} {115.486 49.8052} {116.679 49.8885} {116.192 49.1346} {115.485 48.1354} {115.743 47.7265} {116.309 47.8534} {117.296 47.6977} {118.064 48.0667} {118.867 47.7471} {119.773 47.0481} {119.663 46.6927} {118.874 46.8054} {117.422 46.6727} {116.718 46.3882} {115.985 45.7272} {114.46 45.3398} {113.464 44.8089} {112.436 45.0116} {111.873 45.1021} {111.348 44.4574} {111.668 44.0732} {111.83 43.7431} {111.13 43.4068} {110.412 42.8712} {109.244 42.5194} {107.745 42.4815} {106.129 42.1343} {104.965 41.5974} {104.522 41.9083} {103.312 41.9075} {101.833 42.5149} {100.846 42.6638} {99.5158 42.5247} {97.4518 42.7489} {96.3494 42.7256} {95.7625 43.3194} {95.3069 44.2413} {94.6889 44.3523} {93.4807 44.9755} {92.1339 45.1151} {90.9455 45.2861} {90.5858 45.7197} {90.9708 46.8881} {90.2808 47.6935} {88.8543 48.0691} {88.0138 48.5995} {87.7513 49.2972}}}
Malaysia,{{{{101.076 6.20487} {101.154 5.69138} {101.814 5.81081} {102.141 6.22164} {102.371 6.12821} {102.962 5.5245} {103.381 4.855} {103.439 4.18161} {103.332 3.7267} {103.429 3.38287} {103.502 2.79102} {103.855 2.51545} {104.248 1.63114} {104.229 1.29305} {103.52 1.22633} {102.574 1.96712} {101.391 2.76081} {101.274 3.27029} {100.695 3.93914} {100.557 4.76728} {100.197 5.31249} {100.306 6.04056} {100.086 6.46449} {100.26 6.64282} {101.076 6.20487}}} {{{118.618 4.4782} {117.882 4.13755} {117.015 4.30609} {115.866 4.30656} {115.519 3.16924} {115.134 2.82148} {114.621 1.43069} {113.806 1.21755} {112.86 1.49779} {112.38 1.41012} {111.798 0.904441} {111.159 0.976478} {110.514 0.773131} {109.83 1.33814} {109.663 2.00647} {110.396 1.66377} {111.169 1.85064} {111.37 2.6973} {111.797 2.8859} {112.996 3.10239} {113.713 3.89351} {114.204 4.52587} {114.66 4.00764} {114.87 4.34831} {115.347 4.31664} {115.406 4.95523} {115.451 5.44773} {116.221 6.14319} {116.725 6.92477} {117.13 6.92805} {117.643 6.42217} {117.689 5.98749} {118.348 5.7087} {119.182 5.40784} {119.111 5.01613} {118.44 4.96652} {118.618 4.4782}}}}
Nepal,{{{88.1204 27.8765} {88.0431 27.4458} {88.1748 26.8104} {88.0602 26.4146} {87.2275 26.3979} {86.0244 26.631} {85.2518 26.7262} {84.675 27.2349} {83.3042 27.3645} {82 27.9255} {81.0572 28.4161} {80.0884 28.7945} {80.4767 29.7299} {81.1113 30.1835} {81.5258 30.4227} {82.3275 30.1153} {83.3371 29.4637} {83.899 29.3202} {84.2346 28.8399} {85.0116 28.6428} {85.8233 28.2036} {86.9545 27.9743} {88.1204 27.8765}}}
Oman,{{{{58.8611 21.114} {58.488 20.429} {58.0343 20.4814} {57.8264 20.243} {57.6658 19.736} {57.7887 19.0676} {57.6944 18.9447} {57.2343 18.948} {56.6097 18.5743} {56.5122 18.0871} {56.2835 17.8761} {55.6615 17.8841} {55.2699 17.6323} {55.2749 17.2284} {54.791 16.9507} {54.2393 17.045} {53.5705 16.7077} {53.1086 16.6511} {52.7822 17.3497} {52 19} {55 20} {55.6667 22} {55.2083 22.7083} {55.2345 23.111} {55.5258 23.5249} {55.5286 23.9336} {55.9812 24.1305} {55.8041 24.2696} {55.8862 24.9208} {56.3968 24.9247} {56.8451 24.2417} {57.4035 23.8786} {58.1369 23.7479} {58.7292 23.5657} {59.1805 22.9924} {59.4501 22.6603} {59.8081 22.5336} {59.8061 22.3105} {59.4422 21.7145} {59.2824 21.4339} {58.8611 21.114}}} {{{56.3914 25.896} {56.261 25.7146} {56.0708 26.0555} {56.362 26.3959} {56.4857 26.3091} {56.3914 25.896}}}}
Pakistan,{{{75.158 37.133} {75.8969 36.6668} {76.1928 35.8984} {77.8375 35.494} {76.8717 34.6535} {75.7571 34.5049} {74.2402 34.7489} {73.7499 34.3177} {74.1043 33.4415} {74.4516 32.7649} {75.2586 32.2711} {74.4059 31.6926} {74.4214 30.9798} {73.4506 29.9764} {72.8238 28.9616} {71.7777 27.9132} {70.6165 27.9892} {69.5144 26.941} {70.1689 26.4919} {70.2829 25.7222} {70.8447 25.2151} {71.0432 24.3565} {68.8426 24.3591} {68.1766 23.692} {67.4437 23.9448} {67.1454 24.6636} {66.3728 25.4251} {64.5304 25.237} {62.9057 25.2184} {61.4974 25.0782} {61.8742 26.24} {63.3166 26.7565} {63.2339 27.217} {62.7554 27.3789} {62.7278 28.2596} {61.7719 28.6993} {61.3693 29.3033} {60.8742 29.8292} {62.5499 29.3186} {63.5503 29.4683} {64.148 29.3408} {64.3504 29.56} {65.0469 29.4722} {66.3465 29.8879} {66.3815 30.7389} {66.9389 31.3049} {67.6834 31.3032} {67.7927 31.5829} {68.5569 31.7133} {68.9267 31.6202} {69.3178 31.9014} {69.2625 32.5019} {69.6871 33.1055} {70.3236 33.3585} {69.9305 34.0201} {70.8818 33.9889} {71.1568 34.3489} {71.115 34.7331} {71.6131 35.1532} {71.4988 35.6506} {71.2623 36.0744} {71.8463 36.5099} {72.92 36.72} {74.0676 36.8362} {74.5759 37.0208} {75.158 37.133}}}
Philippines,{{{{126.377 8.41471} {126.479 7.75035} {126.537 7.18938} {126.197 6.27429} {125.831 7.29372} {125.364 6.78649} {125.683 6.04966} {125.397 5.581} {124.22 6.16136} {123.939 6.88514} {124.244 7.36061} {123.61 7.83353} {123.296 7.41888} {122.826 7.45737} {122.085 6.89942} {121.92 7.19212} {122.312 8.03496} {122.942 8.31624} {123.488 8.69301} {123.841 8.24032} {124.601 8.51416} {124.765 8.96041} {125.471 8.987} {125.412 9.76033} {126.223 9.28607} {126.307 8.78249} {126.377 8.41471}}} {{{123.982 10.2788} {123.623 9.95009} {123.31 9.31827} {122.996 9.02219} {122.38 9.71336} {122.586 9.98104} {122.837 10.2612} {122.947 10.8819} {123.499 10.9406} {123.338 10.2674} {124.078 11.2327} {123.982 10.2788}}} {{{118.505 9.31638} {117.174 8.3675} {117.664 9.06689} {118.387 9.6845} {118.987 10.3763} {119.511 11.3697} {119.69 10.5543} {119.029 10.0037} {118.505 9.31638}}} {{{121.884 11.8918} {122.484 11.5822} {123.12 11.5837} {123.101 11.1659} {122.638 10.7413} {122.003 10.441} {121.967 10.9057} {122.038 11.4158} {121.884 11.8918}}} {{{125.503 12.1627} {125.783 11.0461} {125.012 11.3115} {125.033 10.9758} {125.277 10.3587} {124.802 10.1347} {124.76 10.838} {124.459 10.8899} {124.303 11.4954} {124.891 11.4156} {124.878 11.7942} {124.267 12.5578} {125.227 12.5357} {125.503 12.1627}}} {{{121.527 13.0696} {121.262 12.2056} {120.834 12.7045} {120.323 13.4664} {121.18 13.4297} {121.527 13.0696}}} {{{121.321 18.5041} {121.938 18.2186} {122.246 18.4789} {122.337 18.2249} {122.174 17.8103} {122.516 17.0935} {122.252 16.2624} {121.663 15.931} {121.505 15.1248} {121.729 14.3284} {122.259 14.2182} {122.701 14.3365} {123.95 13.7821} {123.855 13.2378} {124.181 12.9975} {124.077 12.5367} {123.298 13.0275} {122.929 13.5529} {122.671 13.1858} {122.035 13.7845} {121.126 13.6367} {120.629 13.8577} {120.679 14.271} {120.992 14.5254} {120.693 14.7567} {120.564 14.3963} {120.07 14.9709} {119.921 15.4063} {119.884 16.3637} {120.286 16.0346} {120.39 17.5991} {120.716 18.5052} {121.321 18.5041}}}}
North Korea,{{{130.64 42.395} {130.78 42.22} {130.4 42.28} {129.966 41.9414} {129.667 41.6011} {129.705 40.8828} {129.188 40.6618} {129.01 40.4854} {128.633 40.1898} {127.967 40.0254} {127.533 39.7569} {127.502 39.3239} {127.385 39.2135} {127.783 39.0509} {128.35 38.6122} {128.206 38.3704} {127.78 38.3045} {127.073 38.2561} {126.684 37.8048} {126.237 37.8404} {126.175 37.7497} {125.689 37.94} {125.568 37.7521} {125.275 37.6691} {125.24 37.8572} {124.981 37.9488} {124.712 38.1083} {124.986 38.5485} {125.222 38.6659} {125.133 38.8486} {125.387 39.388} {125.321 39.5514} {124.737 39.6603} {124.266 39.9285} {125.08 40.5698} {126.182 41.1073} {126.869 41.8166} {127.344 41.5032} {128.208 41.4668} {128.052 41.9943} {129.597 42.425} {129.994 42.9854} {130.64 42.395}}}
Palestine,{{{35.5457 32.394} {35.5453 31.7825} {35.3976 31.4891} {34.9274 31.3534} {34.9705 31.6168} {35.2259 31.7543} {34.9746 31.8666} {35.1839 32.5325} {35.5457 32.394}}}
Qatar,{{{50.8101 24.7547} {50.7439 25.4824} {51.0134 26.007} {51.2865 26.1146} {51.5891 25.8011} {51.6067 25.2157} {51.3896 24.6274} {51.1124 24.5563} {50.8101 24.7547}}}
Saudi Arabia,{{{42.7793 16.3479} {42.6496 16.7746} {42.348 17.0758} {42.2709 17.4747} {41.7544 17.833} {41.2214 18.6716} {40.9393 19.4865} {40.2477 20.1746} {39.8017 20.3389} {39.1394 21.2919} {39.0237 21.9869} {39.0663 22.5797} {38.4928 23.6885} {38.0239 24.0787} {37.4836 24.2855} {37.1548 24.8585} {37.2095 25.0845} {36.9316 25.603} {36.6396 25.8262} {36.2491 26.5701} {35.6402 27.3765} {35.1302 28.0634} {34.6323 28.0585} {34.7878 28.6074} {34.8322 28.9575} {34.956 29.3566} {36.0689 29.1975} {36.5012 29.5053} {36.7405 29.8653} {37.5036 30.0038} {37.6681 30.3387} {37.9988 30.5085} {37.0022 31.5084} {39.0049 32.0102} {39.1955 32.161} {40.4 31.89} {41.89 31.19} {44.7095 29.1789} {46.5687 29.099} {47.4598 29.0025} {47.7089 28.5261} {48.4161 28.552} {48.8076 27.6896} {49.2996 27.4612} {49.4709 27.11} {50.1524 26.6897} {50.2129 26.277} {50.1133 25.944} {50.2399 25.608} {50.5274 25.3278} {50.6606 24.9999} {50.8101 24.7547} {51.1124 24.5563} {51.3896 24.6274} {51.5795 24.2455} {51.6177 24.0142} {52.0007 23.0012} {55.0068 22.4969} {55.2083 22.7083} {55.6667 22} {55 20} {52 19} {49.1167 18.6167} {48.1833 18.1667} {47.4667 17.1167} {47 16.95} {46.75 17.2833} {46.3667 17.2333} {45.4 17.3333} {45.2167 17.4333} {44.0626 17.4104} {43.7915 17.32} {43.3808 17.58} {43.1158 17.0884} {43.2184 16.6669} {42.7793 16.3479}}}
Syria,{{{38.7923 33.3787} {36.8341 32.3129} {35.7199 32.7092} {35.7008 32.716} {35.8364 32.8681} {35.8211 33.2774} {36.0665 33.8249} {36.6118 34.2018} {36.4482 34.5939} {35.9984 34.6449} {35.905 35.41} {36.1498 35.8215} {36.4176 36.0406} {36.6854 36.2597} {36.7395 36.8175} {37.0668 36.623} {38.1677 36.9012} {38.6999 36.7129} {39.5226 36.7161} {40.6733 37.0913} {41.2121 37.0744} {42.3496 37.2299} {41.8371 36.6059} {41.2897 36.3588} {41.384 35.6283} {41.0062 34.4194} {38.7923 33.3787}}}
Thailand,{{{102.585 12.1866} {101.687 12.6457} {100.832 12.6271} {100.978 13.4127} {100.098 13.4069} {100.019 12.307} {99.4789 10.8464} {99.1538 9.96306} {99.2224 9.23926} {99.8738 9.20786} {100.28 8.29515} {100.459 7.42957} {101.017 6.85687} {101.623 6.74062} {102.141 6.22164} {101.814 5.81081} {101.154 5.69138} {101.076 6.20487} {100.26 6.64282} {100.086 6.46449} {99.6907 6.84821} {99.5196 7.34345} {98.9883 7.90799} {98.5038 8.38231} {98.3397 7.79451} {98.15 8.35001} {98.2592 8.97392} {98.5536 9.93296} {99.0381 10.9605} {99.5873 11.8928} {99.1964 12.8047} {99.212 13.2693} {99.0978 13.8275} {98.4308 14.622} {98.1921 15.1237} {98.5374 15.3085} {98.9033 16.1778} {98.4938 16.8378} {97.8591 17.5679} {97.3759 18.4454} {97.7978 18.6271} {98.2537 19.7082} {98.9597 19.753} {99.5433 20.1866} {100.116 20.4178} {100.549 20.1092} {100.606 19.5083} {101.282 19.4626} {101.036 18.4089} {101.06 17.5125} {102.114 18.1091} {102.413 17.9328} {102.999 17.9617} {103.2 18.3096} {103.956 18.241} {104.717 17.4289} {104.779 16.4419} {105.589 15.5703} {105.544 14.7239} {105.219 14.2732} {104.281 14.4167} {102.988 14.2257} {102.348 13.3942} {102.585 12.1866}}}
Tajikistan,{{{71.0142 40.2444} {70.648 39.9358} {69.5596 40.1032} {69.4649 39.5267} {70.5492 39.6042} {71.7847 39.2795} {73.6754 39.4312} {73.9289 38.5058} {74.2575 38.6065} {74.8648 38.3788} {74.83 37.99} {74.98 37.42} {73.9487 37.4216} {73.2601 37.4953} {72.6369 37.0476} {72.193 36.9483} {71.8446 36.7382} {71.4487 37.0656} {71.5419 37.9058} {71.2394 37.9533} {71.3481 38.2589} {70.8068 38.4863} {70.3763 38.1384} {70.2706 37.7352} {70.1166 37.5882} {69.5188 37.609} {69.1963 37.1511} {68.8594 37.3443} {68.1356 37.0231} {67.83 37.145} {68.392 38.157} {68.176 38.9016} {67.4422 39.1401} {67.7014 39.5805} {68.5364 39.5335} {69.0116 40.0862} {69.3295 40.7278} {70.6666 40.9602} {70.4582 40.4965} {70.6014 40.2185} {71.0142 40.2444}}}
