Id,X,Y,Z,A,B,Group,D,E,F,G,H
376,-0.8442,-0.178,0.1749,0.03,1,A,1,0,0,0,0.91
377,-0.8404,-0.1438,0.1925,0.04,1,A,1,0,0,0,0.9
378,-0.8378,-0.1076,0.2071,0.04,1,A,1,0,0,0,0.89
379,-0.8355,0.0665,0.1989,0.04,1,A,1,0,0,0,0.9
380,-0.8424,0.0867,0.2016,0.04,1,A,1,0,0,0,0.9
381,-0.8383,0.1551,0.2073,0.04,1,A,1,0,0,0,0.89
382,-0.8348,0.1844,0.2045,0.04,1,A,1,0,0,0,0.89
383,-0.8412,0.252,0.2271,0.05,1,A,1,0,0,0,0.88
384,-0.8352,0.2843,0.2525,0.06,1,A,1,0,0,0,0.87
385,-0.8372,0.3584,0.2506,0.06,1,A,1,0,0,0,0.87
386,-0.8352,0.416,0.2354,0.06,1,A,1,0,0,0,0.88
387,-0.8394,0.5446,0.1732,0.03,1,A,1,0,0,0,0.91
388,-0.84,0.5706,0.1421,0.02,1,A,1,0,0,0,0.93
389,-0.8355,0.6559,0.0656,0,1,A,1,0,0,0,0.96
390,-0.8441,0.7868,0.0137,0,1,A,1,0,0,0,0.99
391,-0.8371,-0.8478,0.0025,0,1,A,1,0,0,0,1
392,-0.8322,-0.8235,0.0042,0,1,A,1,0,0,0,1
393,-0.8391,-0.7295,0.0782,0.01,1,A,1,0,0,0,0.96
394,-0.8308,-0.6531,0.1783,0.03,1,A,1,0,0,0,0.91
395,-0.8357,-0.5814,0.2174,0.05,1,A,1,0,0,0,0.89
396,-0.8359,-0.5396,0.2465,0.06,1,A,1,0,0,0,0.87
397,-0.8365,-0.4867,0.2458,0.06,1,A,1,0,0,0,0.87
398,-0.8378,-0.4556,0.2338,0.05,1,A,1,0,0,0,0.88
399,-0.838,-0.3789,0.2146,0.05,1,A,1,0,0,0,0.89
400,-0.8387,-0.3571,0.2294,0.05,1,A,1,0,0,0,0.88
401,-0.8307,-0.2678,0.2033,0.04,1,A,1,0,0,0,0.9
402,-0.8357,-0.2308,0.1955,0.04,1,A,1,0,0,0,0.9
403,-0.8343,-0.1846,0.1841,0.04,1,A,1,0,0,0,0.9
404,-0.8312,-0.1598,0.2,0.04,1,A,1,0,0,0,0.9
405,-0.8337,-0.1224,0.193,0.04,1,A,1,0,0,0,0.9
406,-0.83,-0.1014,0.2175,0.05,1,A,1,0,0,0,0.89
407,-0.8337,-0.0492,0.2406,0.06,1,A,1,0,0,0,0.88
408,-0.8327,-0.015,0.2401,0.06,1,A,1,0,0,0,0.88
409,-0.8352,0.0753,0.2117,0.04,1,A,1,0,0,0,0.89
410,-0.8385,0.1292,0.2179,0.05,1,A,1,0,0,0,0.89
411,-0.83,0.1911,0.2194,0.05,1,A,1,0,0,0,0.89
412,-0.8357,0.219,0.2235,0.05,1,A,1,0,0,0,0.89
413,-0.8301,0.3247,0.2763,0.07,1,A,1,0,0,0,0.86
414,-0.8316,0.3495,0.2619,0.07,1,A,1,0,0,0,0.87
415,-0.8383,0.4109,0.2529,0.07,1,A,1,0,0,0,0.87
416,-0.8375,0.4529,0.2484,0.06,1,A,1,0,0,0,0.87
417,-0.8357,0.6373,0.078,0.01,1,A,1,0,0,0,0.96
418,-0.8342,0.7929,0.0048,0,1,A,1,0,0,0,1
419,-0.8279,-0.8521,-0.004,0,1,A,1,0,0,0,1
420,-0.8248,-0.825,0.0025,0,1,A,1,0,0,0,1
421,-0.8253,-0.7044,0.128,0.02,1,A,1,0,0,0,0.93
422,-0.8317,-0.6358,0.2108,0.04,1,A,1,0,0,0,0.89
423,-0.8269,-0.5259,0.2535,0.07,1,A,1,0,0,0,0.87
424,-0.8257,-0.4988,0.2552,0.06,1,A,1,0,0,0,0.87
425,-0.8342,-0.4604,0.2359,0.06,1,A,1,0,0,0,0.88
426,-0.825,-0.4383,0.2236,0.05,1,A,1,0,0,0,0.89
427,-0.8282,-0.3328,0.2415,0.06,1,A,1,0,0,0,0.88
428,-0.8322,-0.31,0.2528,0.06,1,A,1,0,0,0,0.87
429,-0.8275,-0.2178,0.1958,0.04,1,A,1,0,0,0,0.9
430,-0.8333,-0.1984,0.1907,0.04,1,A,1,0,0,0,0.9
431,-0.8262,-0.1578,0.2022,0.04,1,A,1,0,0,0,0.9
432,-0.833,-0.1391,0.196,0.04,1,A,1,0,0,0,0.9
433,-0.8334,-0.0977,0.2281,0.05,1,A,1,0,0,0,0.88
434,-0.8341,-0.0749,0.2349,0.05,1,A,1,0,0,0,0.88
435,-0.8299,-0.0268,0.2509,0.06,1,A,1,0,0,0,0.87
436,-0.8337,0.0229,0.2186,0.05,1,A,1,0,0,0,0.89
437,-0.8266,0.0845,0.2189,0.05,1,A,1,0,0,0,0.89
438,-0.8336,0.1361,0.2308,0.05,1,A,1,0,0,0,0.88
439,-0.8276,0.2577,0.2608,0.07,1,A,1,0,0,0,0.87
440,-0.8295,0.2972,0.2872,0.08,1,A,1,0,0,0,0.85
441,-0.8276,0.3677,0.2744,0.08,1,A,1,0,0,0,0.86
442,-0.825,0.4378,0.2748,0.07,1,A,1,0,0,0,0.86
443,-0.8309,0.5357,0.2083,0.04,1,A,1,0,0,0,0.89
444,-0.8305,0.567,0.1624,0.03,1,A,1,0,0,0,0.92
445,-0.8259,0.8325,0.0009,0,1,A,1,0,0,0,1
446,-0.8246,-0.8502,-0.0015,0,1,A,1,0,0,0,1
447,-0.8228,-0.8145,0.0122,0,1,A,1,0,0,0,0.99
448,-0.8245,-0.7865,0.035,0,1,A,1,0,0,0,0.98
449,-0.8286,-0.6474,0.2008,0.04,1,A,1,0,0,0,0.9
450,-0.8275,-0.5835,0.2388,0.06,1,A,1,0,0,0,0.88
451,-0.8245,-0.5369,0.2724,0.07,1,A,1,0,0,0,0.86
452,-0.825,-0.5001,0.264,0.07,1,A,1,0,0,0,0.86
453,-0.8295,-0.4489,0.2493,0.06,1,A,1,0,0,0,0.87
454,-0.8251,-0.376,0.244,0.06,1,A,1,0,0,0,0.87
455,-0.8282,-0.3152,0.2603,0.07,1,A,1,0,0,0,0.87
456,-0.827,-0.2818,0.2417,0.06,1,A,1,0,0,0,0.88
457,-0.8253,-0.2288,0.2103,0.04,1,A,1,0,0,0,0.89
458,-0.8251,-0.2078,0.1989,0.04,1,A,1,0,0,0,0.9
459,-0.828,-0.1634,0.2046,0.04,1,A,1,0,0,0,0.89
460,-0.8246,-0.1384,0.207,0.04,1,A,1,0,0,0,0.89
461,-0.8256,-0.0954,0.2265,0.05,1,A,1,0,0,0,0.88
462,-0.8201,-0.0703,0.2461,0.06,1,A,1,0,0,0,0.87
463,-0.8234,0.0479,0.2389,0.06,1,A,1,0,0,0,0.88
464,-0.8279,0.0772,0.2324,0.05,1,A,1,0,0,0,0.88
465,-0.8258,0.1898,0.2436,0.06,1,A,1,0,0,0,0.87
466,-0.8233,0.2799,0.2978,0.09,1,A,1,0,0,0,0.85
467,-0.8257,0.3454,0.2816,0.08,1,A,1,0,0,0,0.86
468,-0.8248,0.3773,0.2833,0.08,1,A,1,0,0,0,0.85
469,-0.8219,0.4415,0.2806,0.08,1,A,1,0,0,0,0.86
470,-0.826,0.482,0.2778,0.08,1,A,1,0,0,0,0.86
471,-0.8251,0.6463,0.088,0.01,1,A,1,0,0,0,0.95
472,-0.8236,0.7073,0.0502,0,1,A,1,0,0,0,0.97
473,-0.828,0.8529,0.0018,0,1,A,1,0,0,0,1
474,-0.8209,-0.8509,0.0001,0,1,A,1,0,0,0,1
475,-0.8242,-0.7979,0.0346,0,1,A,1,0,0,0,0.98
476,-0.8188,-0.7053,0.1375,0.02,1,A,1,0,0,0,0.93
477,-0.8224,-0.5954,0.2465,0.06,1,A,1,0,0,0,0.87
478,-0.818,-0.5623,0.2689,0.07,1,A,1,0,0,0,0.86
479,-0.8167,-0.5183,0.2722,0.07,1,A,1,0,0,0,0.86
480,-0.8229,-0.484,0.2723,0.07,1,A,1,0,0,0,0.86
481,-0.8213,-0.3998,0.2544,0.07,1,A,1,0,0,0,0.87
482,-0.8221,-0.3785,0.2541,0.07,1,A,1,0,0,0,0.87
483,-0.817,-0.3093,0.281,0.08,1,A,1,0,0,0,0.86
484,-0.8156,-0.2813,0.25,0.06,1,A,1,0,0,0,0.87
485,-0.8165,-0.2262,0.2137,0.05,1,A,1,0,0,0,0.89
486,-0.8227,-0.1988,0.2079,0.04,1,A,1,0,0,0,0.89
487,-0.8244,-0.1661,0.2124,0.04,1,A,1,0,0,0,0.89
488,-0.8239,-0.1222,0.2244,0.05,1,A,1,0,0,0,0.88
489,-0.8216,-0.0586,0.2675,0.07,1,A,1,0,0,0,0.86
490,-0.8232,-0.0424,0.2763,0.08,1,A,1,0,0,0,0.86
491,-0.8154,0.0523,0.2458,0.06,1,A,1,0,0,0,0.87
492,-0.8214,0.0699,0.2451,0.06,1,A,1,0,0,0,0.87
493,-0.8217,0.1495,0.2545,0.06,1,A,1,0,0,0,0.87
494,-0.8239,0.1903,0.2652,0.07,1,A,1,0,0,0,0.86
495,-0.8146,0.2571,0.2928,0.09,1,A,1,0,0,0,0.85
496,-0.818,0.295,0.3125,0.1,1,A,1,0,0,0,0.84
497,-0.8199,0.3595,0.3017,0.09,1,A,1,0,0,0,0.85
498,-0.8219,0.386,0.3048,0.09,1,A,1,0,0,0,0.84
499,-0.8234,0.4316,0.3023,0.09,1,A,1,0,0,0,0.85
500,-0.8213,0.4547,0.2947,0.09,1,A,1,0,0,0,0.85
501,-0.8236,0.5773,0.1767,0.03,1,A,1,0,0,0,0.91
502,-0.8198,0.6526,0.0905,0.01,1,A,1,0,0,0,0.95
503,-0.8205,0.7902,0.0129,0,1,A,1,0,0,0,0.99
504,-0.8198,0.8191,0.0111,0,1,A,1,0,0,0,0.99
505,-0.8191,-0.8557,0.0052,0,1,A,1,0,0,0,0.99
506,-0.8104,-0.8303,0.0024,0,1,A,1,0,0,0,1
507,-0.8143,-0.7756,0.0512,0,1,A,1,0,0,0,0.97
508,-0.8104,-0.6737,0.1992,0.04,1,A,1,0,0,0,0.9
509,-0.8099,-0.5911,0.2565,0.07,1,A,1,0,0,0,0.87
510,-0.8179,-0.5588,0.2776,0.08,1,A,1,0,0,0,0.86
511,-0.8137,-0.5159,0.2703,0.07,1,A,1,0,0,0,0.86
512,-0.8101,-0.4948,0.2739,0.07,1,A,1,0,0,0,0.86
513,-0.8128,-0.4578,0.2651,0.07,1,A,1,0,0,0,0.86
514,-0.8149,-0.4125,0.2637,0.07,1,A,1,0,0,0,0.86
515,-0.8098,-0.3561,0.2742,0.07,1,A,1,0,0,0,0.86
516,-0.8138,-0.3338,0.2758,0.08,1,A,1,0,0,0,0.86
517,-0.8139,-0.2697,0.2564,0.06,1,A,1,0,0,0,0.87
518,-0.8106,-0.2467,0.2357,0.05,1,A,1,0,0,0,0.88
519,-0.8132,-0.1851,0.2161,0.04,1,A,1,0,0,0,0.89
520,-0.8122,-0.1689,0.2186,0.05,1,A,1,0,0,0,0.89
521,-0.8125,-0.1237,0.2201,0.05,1,A,1,0,0,0,0.89
522,-0.8159,-0.0956,0.2412,0.06,1,A,1,0,0,0,0.88
523,-0.8143,-0.0554,0.282,0.08,1,A,1,0,0,0,0.86
524,-0.8177,-0.0222,0.2857,0.08,1,A,1,0,0,0,0.85
525,-0.819,0.0615,0.2504,0.06,1,A,1,0,0,0,0.87
526,-0.8137,0.0838,0.2475,0.06,1,A,1,0,0,0,0.87
527,-0.8188,0.1758,0.2729,0.07,1,A,1,0,0,0,0.86
528,-0.8152,0.2142,0.2874,0.08,1,A,1,0,0,0,0.85
529,-0.8176,0.3395,0.3178,0.1,1,A,1,0,0,0,0.84
530,-0.8139,0.4097,0.3187,0.1,1,A,1,0,0,0,0.84
531,-0.8162,0.4758,0.3074,0.09,1,A,1,0,0,0,0.84
532,-0.8172,0.5473,0.2319,0.05,1,A,1,0,0,0,0.88
533,-0.8187,0.6166,0.131,0.02,1,A,1,0,0,0,0.93
534,-0.818,0.6654,0.086,0.01,1,A,1,0,0,0,0.95
535,-0.8103,0.7917,0.0161,0,1,A,1,0,0,0,0.99
536,-0.8096,0.8458,0.0044,0,1,A,1,0,0,0,1
537,-0.8068,-0.8413,0.0052,0,1,A,1,0,0,0,0.99
538,-0.8118,-0.7903,0.0346,0,1,A,1,0,0,0,0.98
539,-0.8102,-0.6484,0.2395,0.06,1,A,1,0,0,0,0.88
540,-0.8089,-0.6149,0.2625,0.07,1,A,1,0,0,0,0.87
541,-0.8091,-0.5713,0.2824,0.08,1,A,1,0,0,0,0.86
542,-0.8063,-0.5402,0.2868,0.08,1,A,1,0,0,0,0.85
543,-0.8094,-0.5017,0.2814,0.08,1,A,1,0,0,0,0.86
544,-0.8098,-0.4815,0.2768,0.08,1,A,1,0,0,0,0.86
545,-0.8093,-0.3843,0.2871,0.08,1,A,1,0,0,0,0.85
546,-0.8133,-0.3574,0.2814,0.08,1,A,1,0,0,0,0.86
547,-0.8049,-0.3121,0.3014,0.09,1,A,1,0,0,0,0.85
548,-0.8102,-0.242,0.2395,0.06,1,A,1,0,0,0,0.88
549,-0.8117,-0.1776,0.2185,0.05,1,A,1,0,0,0,0.89
550,-0.808,-0.1613,0.2137,0.05,1,A,1,0,0,0,0.89
551,-0.812,-0.108,0.2309,0.06,1,A,1,0,0,0,0.88
552,-0.8097,-0.0851,0.2512,0.06,1,A,1,0,0,0,0.87
553,-0.8104,-0.028,0.3022,0.09,1,A,1,0,0,0,0.85
554,-0.8118,0.0264,0.2725,0.07,1,A,1,0,0,0,0.86
555,-0.8086,0.0751,0.2527,0.07,1,A,1,0,0,0,0.87
556,-0.8139,0.1073,0.2627,0.07,1,A,1,0,0,0,0.87
557,-0.8122,0.1609,0.2819,0.08,1,A,1,0,0,0,0.86
558,-0.8071,0.1984,0.3054,0.09,1,A,1,0,0,0,0.84
559,-0.8131,0.2533,0.3276,0.1,1,A,1,0,0,0,0.83
560,-0.8143,0.2991,0.349,0.12,1,A,1,0,0,0,0.82
561,-0.807,0.3633,0.335,0.11,1,A,1,0,0,0,0.83
562,-0.8115,0.3786,0.3462,0.12,1,A,1,0,0,0,0.82
563,-0.8124,0.4621,0.3187,0.1,1,A,1,0,0,0,0.84
564,-0.8057,0.4868,0.3166,0.1,1,A,1,0,0,0,0.84
565,-0.8124,0.5604,0.2156,0.05,1,A,1,0,0,0,0.89
566,-0.8089,0.5897,0.1789,0.03,1,A,1,0,0,0,0.91
567,-0.8111,0.6625,0.0968,0.01,1,A,1,0,0,0,0.95
568,-0.8123,0.7561,0.0358,0,1,A,1,0,0,0,0.98
569,-0.8137,0.8481,0.0059,0,1,A,1,0,0,0,0.99
570,-0.8064,-0.8485,0.0004,0,1,A,1,0,0,0,1
571,-0.8029,-0.7997,0.0368,0,1,A,1,0,0,0,0.98
572,-0.8009,-0.7264,0.145,0.02,1,A,1,0,0,0,0.92
573,-0.8086,-0.6071,0.2791,0.08,1,A,1,0,0,0,0.86
574,-0.8084,-0.5613,0.3012,0.09,1,A,1,0,0,0,0.85
575,-0.8065,-0.5102,0.2922,0.08,1,A,1,0,0,0,0.85
576,-0.8028,-0.4928,0.2899,0.08,1,A,1,0,0,0,0.85
577,-0.8051,-0.4377,0.2803,0.08,1,A,1,0,0,0,0.86
578,-0.8071,-0.4119,0.2904,0.09,1,A,1,0,0,0,0.85
579,-0.8031,-0.355,0.2894,0.08,1,A,1,0,0,0,0.85
580,-0.8017,-0.3148,0.3072,0.1,1,A,1,0,0,0,0.84
581,-0.8046,-0.2596,0.2745,0.07,1,A,1,0,0,0,0.86
582,-0.8057,-0.219,0.2338,0.05,1,A,1,0,0,0,0.88
583,-0.8046,-0.1623,0.2279,0.05,1,A,1,0,0,0,0.88
584,-0.8013,-0.1335,0.2265,0.05,1,A,1,0,0,0,0.88
585,-0.7998,-0.0935,0.2498,0.06,1,A,1,0,0,0,0.87
586,-0.8004,-0.0345,0.3193,0.1,1,A,1,0,0,0,0.84
587,-0.8012,0.0282,0.2784,0.08,1,A,1,0,0,0,0.86
588,-0.7998,0.052,0.2704,0.07,1,A,1,0,0,0,0.86
589,-0.8034,0.0881,0.2688,0.07,1,A,1,0,0,0,0.86
590,-0.8003,0.1115,0.2876,0.08,1,A,1,0,0,0,0.85
591,-0.8031,0.1859,0.3138,0.1,1,A,1,0,0,0,0.84
592,-0.8038,0.2056,0.329,0.11,1,A,1,0,0,0,0.83
593,-0.8019,0.2611,0.3464,0.12,1,A,1,0,0,0,0.82
594,-0.8073,0.28,0.3564,0.13,1,A,1,0,0,0,0.82
595,-0.8052,0.3348,0.3497,0.12,1,A,1,0,0,0,0.82
596,-0.8045,0.3833,0.3664,0.13,1,A,1,0,0,0,0.81
597,-0.8038,0.4753,0.3248,0.11,1,A,1,0,0,0,0.83
598,-0.8026,0.5184,0.2928,0.08,1,A,1,0,0,0,0.85
599,-0.8043,0.5997,0.166,0.03,1,A,1,0,0,0,0.91
600,-0.8066,0.6261,0.1399,0.02,1,A,1,0,0,0,0.93
601,-0.7998,0.8183,0.0107,0,1,A,1,0,0,0,0.99
602,-0.8037,0.8447,0.0029,0,1,A,1,0,0,0,1
603,-0.8012,-0.8548,0.0085,0,1,A,1,0,0,0,0.99
604,-0.8014,-0.8192,0.0285,0,1,A,1,0,0,0,0.98
605,-0.8,-0.6915,0.2227,0.05,1,A,1,0,0,0,0.89
606,-0.8019,-0.6155,0.2978,0.09,1,A,1,0,0,0,0.85
607,-0.8002,-0.5436,0.3023,0.09,1,A,1,0,0,0,0.85
608,-0.7993,-0.5198,0.2979,0.09,1,A,1,0,0,0,0.85
609,-0.7998,-0.4677,0.2951,0.09,1,A,1,0,0,0,0.85
610,-0.7962,-0.4457,0.2948,0.09,1,A,1,0,0,0,0.85
611,-0.7972,-0.3889,0.3085,0.09,1,A,1,0,0,0,0.84
612,-0.8039,-0.36,0.2989,0.09,1,A,1,0,0,0,0.85
613,-0.8002,-0.2832,0.3071,0.1,1,A,1,0,0,0,0.84
614,-0.798,-0.2358,0.257,0.07,1,A,1,0,0,0,0.87
615,-0.8006,-0.1934,0.2366,0.06,1,A,1,0,0,0,0.88
616,-0.7965,-0.1435,0.2307,0.05,1,A,1,0,0,0,0.88
617,-0.801,-0.0954,0.2611,0.07,1,A,1,0,0,0,0.87
618,-0.7986,-0.0772,0.2853,0.08,1,A,1,0,0,0,0.85
619,-0.8031,-0.0107,0.3064,0.1,1,A,1,0,0,0,0.84
620,-0.8003,0.0344,0.2892,0.09,1,A,1,0,0,0,0.85
621,-0.7981,0.0867,0.2745,0.07,1,A,1,0,0,0,0.86
622,-0.7948,0.1074,0.2925,0.09,1,A,1,0,0,0,0.85
623,-0.7952,0.1741,0.319,0.1,1,A,1,0,0,0,0.84
624,-0.8003,0.1991,0.3428,0.12,1,A,1,0,0,0,0.83
625,-0.7946,0.2756,0.3594,0.13,1,A,1,0,0,0,0.82
626,-0.798,0.2939,0.3821,0.15,1,A,1,0,0,0,0.81
627,-0.7994,0.342,0.3651,0.13,1,A,1,0,0,0,0.81
628,-0.8003,0.3662,0.3736,0.14,1,A,1,0,0,0,0.81
629,-0.8011,0.4361,0.3615,0.13,1,A,1,0,0,0,0.82
630,-0.7992,0.4801,0.3348,0.11,1,A,1,0,0,0,0.83
631,-0.8006,0.5795,0.2172,0.05,1,A,1,0,0,0,0.89
632,-0.7973,0.6538,0.1171,0.01,1,A,1,0,0,0,0.94
633,-0.8009,0.823,0.0087,0,1,A,1,0,0,0,0.99
634,-0.8043,0.8559,-0.0019,0,1,A,1,0,0,0,1
635,-0.7934,-0.8382,0.0122,0,1,A,1,0,0,0,0.99
636,-0.7897,-0.7953,0.0561,0,1,A,1,0,0,0,0.97
637,-0.7928,-0.6907,0.2333,0.05,1,A,1,0,0,0,0.88
638,-0.7918,-0.5803,0.3261,0.11,1,A,1,0,0,0,0.83
639,-0.7914,-0.535,0.3204,0.1,1,A,1,0,0,0,0.84
640,-0.7915,-0.5069,0.3073,0.1,1,A,1,0,0,0,0.84
641,-0.7972,-0.4538,0.3056,0.09,1,A,1,0,0,0,0.84
642,-0.7914,-0.4404,0.3092,0.09,1,A,1,0,0,0,0.84
643,-0.7938,-0.3666,0.3163,0.1,1,A,1,0,0,0,0.84
644,-0.7918,-0.3529,0.313,0.1,1,A,1,0,0,0,0.84
645,-0.7955,-0.2954,0.333,0.11,1,A,1,0,0,0,0.83
646,-0.7942,-0.2744,0.3084,0.1,1,A,1,0,0,0,0.84
647,-0.7982,-0.2226,0.2601,0.07,1,A,1,0,0,0,0.87
648,-0.7915,-0.1899,0.2423,0.06,1,A,1,0,0,0,0.88
649,-0.7938,-0.1378,0.2464,0.06,1,A,1,0,0,0,0.87
650,-0.798,-0.1066,0.2623,0.07,1,A,1,0,0,0,0.87
651,-0.7942,-0.0623,0.3142,0.1,1,A,1,0,0,0,0.84
652,-0.794,-0.037,0.3326,0.11,1,A,1,0,0,0,0.83
653,-0.7958,0.0062,0.322,0.1,1,A,1,0,0,0,0.84
654,-0.7958,0.0255,0.312,0.1,1,A,1,0,0,0,0.84
655,-0.7994,0.0959,0.2959,0.09,1,A,1,0,0,0,0.85
656,-0.7971,0.181,0.3419,0.12,1,A,1,0,0,0,0.83
657,-0.7987,0.2455,0.3653,0.14,1,A,1,0,0,0,0.81
658,-0.7983,0.268,0.371,0.14,1,A,1,0,0,0,0.81
659,-0.7902,0.4059,0.3863,0.15,1,A,1,0,0,0,0.8
660,-0.7959,0.4432,0.3694,0.14,1,A,1,0,0,0,0.81
661,-0.7924,0.5297,0.2807,0.08,1,A,1,0,0,0,0.86
662,-0.7899,0.5708,0.2345,0.06,1,A,1,0,0,0,0.88
663,-0.7983,0.6612,0.1065,0.01,1,A,1,0,0,0,0.94
664,-0.7898,0.7156,0.0683,0,1,A,1,0,0,0,0.96
665,-0.7918,0.8731,-0.0047,0,1,A,1,0,0,0,1
666,-0.7853,-0.875,-0.0001,0,1,A,1,0,0,0,1
667,-0.7874,-0.8307,0.0237,0,1,A,1,0,0,0,0.99
668,-0.7911,-0.795,0.0553,0,1,A,1,0,0,0,0.97
669,-0.7898,-0.6811,0.2531,0.06,1,A,1,0,0,0,0.87
670,-0.7918,-0.6188,0.3179,0.1,1,A,1,0,0,0,0.84
671,-0.7899,-0.5412,0.3435,0.12,1,A,1,0,0,0,0.82
672,-0.7905,-0.4987,0.3255,0.11,1,A,1,0,0,0,0.83
673,-0.7852,-0.4517,0.3145,0.1,1,A,1,0,0,0,0.84
674,-0.7861,-0.41,0.3268,0.1,1,A,1,0,0,0,0.83
675,-0.7857,-0.3708,0.328,0.11,1,A,1,0,0,0,0.83
676,-0.7901,-0.343,0.3338,0.11,1,A,1,0,0,0,0.83
677,-0.7897,-0.286,0.3354,0.11,1,A,1,0,0,0,0.83
678,-0.7863,-0.2651,0.3242,0.1,1,A,1,0,0,0,0.83
679,-0.7852,-0.2143,0.2665,0.07,1,A,1,0,0,0,0.86
680,-0.7845,-0.1895,0.2547,0.06,1,A,1,0,0,0,0.87
681,-0.7866,-0.1451,0.2461,0.06,1,A,1,0,0,0,0.87
682,-0.7887,-0.1148,0.2695,0.07,1,A,1,0,0,0,0.86
683,-0.7911,-0.0692,0.3107,0.1,1,A,1,0,0,0,0.84
684,-0.7909,-0.0494,0.3322,0.11,1,A,1,0,0,0,0.83
685,-0.7849,-0.0037,0.3247,0.11,1,A,1,0,0,0,0.83
686,-0.7939,0.0128,0.3225,0.1,1,A,1,0,0,0,0.84
687,-0.7926,0.0909,0.3003,0.09,1,A,1,0,0,0,0.85
688,-0.7914,0.1196,0.3414,0.11,1,A,1,0,0,0,0.83
689,-0.7912,0.2093,0.3728,0.14,1,A,1,0,0,0,0.81
690,-0.793,0.2235,0.3776,0.14,1,A,1,0,0,0,0.81
691,-0.7849,0.2685,0.3894,0.15,1,A,1,0,0,0,0.8
692,-0.794,0.3645,0.4118,0.17,1,A,1,0,0,0,0.79
693,-0.792,0.452,0.3863,0.15,1,A,1,0,0,0,0.8
694,-0.7875,0.4698,0.3707,0.14,1,A,1,0,0,0,0.81
695,-0.7846,0.5412,0.2809,0.08,1,A,1,0,0,0,0.86
696,-0.7881,0.5581,0.2599,0.07,1,A,1,0,0,0,0.87
697,-0.7944,0.6686,0.117,0.01,1,A,1,0,0,0,0.94
698,-0.7934,0.7393,0.06,0,1,A,1,0,0,0,0.97
699,-0.7837,-0.8703,0,0,1,A,1,0,0,0,1
700,-0.7868,-0.8534,0.0053,0,1,A,1,0,0,0,0.99
701,-0.7815,-0.7178,0.1901,0.04,1,A,1,0,0,0,0.9
702,-0.7814,-0.6781,0.2662,0.07,1,A,1,0,0,0,0.86
703,-0.7816,-0.6107,0.3361,0.11,1,A,1,0,0,0,0.83
704,-0.7891,-0.5492,0.3549,0.13,1,A,1,0,0,0,0.82
705,-0.7806,-0.485,0.3252,0.11,1,A,1,0,0,0,0.83
706,-0.7892,-0.4584,0.3224,0.11,1,A,1,0,0,0,0.84
707,-0.789,-0.4025,0.3397,0.11,1,A,1,0,0,0,0.83
708,-0.7839,-0.3723,0.3403,0.11,1,A,1,0,0,0,0.83
709,-0.7843,-0.3176,0.3518,0.13,1,A,1,0,0,0,0.82
710,-0.7839,-0.2987,0.3475,0.12,1,A,1,0,0,0,0.82
711,-0.7887,-0.2419,0.3013,0.09,1,A,1,0,0,0,0.85
712,-0.7867,-0.2218,0.2843,0.08,1,A,1,0,0,0,0.85
713,-0.7837,-0.1742,0.2542,0.07,1,A,1,0,0,0,0.87
714,-0.7891,-0.1333,0.2666,0.07,1,A,1,0,0,0,0.86
715,-0.7804,-0.071,0.3134,0.1,1,A,1,0,0,0,0.84
716,-0.7842,-0.0522,0.3274,0.11,1,A,1,0,0,0,0.83
717,-0.7825,-0.0106,0.3391,0.12,1,A,1,0,0,0,0.83
718,-0.7893,0.006,0.3377,0.11,1,A,1,0,0,0,0.83
719,-0.7839,0.107,0.3279,0.11,1,A,1,0,0,0,0.83
720,-0.7888,0.1512,0.3663,0.14,1,A,1,0,0,0,0.81
721,-0.7889,0.2389,0.3879,0.15,1,A,1,0,0,0,0.8
722,-0.7825,0.2741,0.4189,0.17,1,A,1,0,0,0,0.79
723,-0.7871,0.356,0.4278,0.18,1,A,1,0,0,0,0.78
724,-0.7864,0.3703,0.433,0.19,1,A,1,0,0,0,0.78
725,-0.7847,0.4314,0.4117,0.17,1,A,1,0,0,0,0.79
726,-0.7885,0.4557,0.4015,0.16,1,A,1,0,0,0,0.8
727,-0.7874,0.5239,0.3073,0.09,1,A,1,0,0,0,0.84
728,-0.7808,0.5548,0.2684,0.07,1,A,1,0,0,0,0.86
729,-0.781,0.6777,0.1056,0.01,1,A,1,0,0,0,0.94
730,-0.7852,0.7476,0.0603,0,1,A,1,0,0,0,0.97
731,-0.7883,0.8672,-0.0021,0,1,A,1,0,0,0,1
732,-0.779,-0.8946,0.0023,0,1,A,1,0,0,0,1
733,-0.783,-0.8448,0.0183,0,1,A,1,0,0,0,0.99
734,-0.777,-0.8002,0.0592,0,1,A,1,0,0,0,0.97
735,-0.7822,-0.6771,0.286,0.08,1,A,1,0,0,0,0.85
736,-0.7836,-0.5629,0.377,0.14,1,A,1,0,0,0,0.81
737,-0.7817,-0.4889,0.3478,0.12,1,A,1,0,0,0,0.82
738,-0.7818,-0.4653,0.3367,0.11,1,A,1,0,0,0,0.83
739,-0.7795,-0.4157,0.3453,0.12,1,A,1,0,0,0,0.82
740,-0.7762,-0.3951,0.3458,0.12,1,A,1,0,0,0,0.82
741,-0.7786,-0.3617,0.3498,0.13,1,A,1,0,0,0,0.82
742,-0.7793,-0.3268,0.3655,0.13,1,A,1,0,0,0,0.81
743,-0.7762,-0.2818,0.3495,0.12,1,A,1,0,0,0,0.82
